ID_Accidente;A�o;Fecha;Dia;Hopra;Ruta/Autop;km;Participantes;Tipo;Lugar;Total;Heridos Leves;Heridos Graves;Ilesos;Fallecidos;Sin datos;desc_tipo_via;desc_loc;desc_dpto;|;desc_tipo_banquina;desc_unidad_regional;desc_lugar_calzada;desc_zona;desc_prioridad;desc_estado_semaforo;desc_lugar_via;desc_estado_via;desc_estado_visibilidad;desc_luminosidad;desc_estado_clima;desc_tipo_colision;desc_tipo_atropello;desc_tipo_hecho;desc_pres_calzada;desc_senializacion
9848;2021;8/12/2021;Miercoles;15:00:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Cno San Roque Y Mantovani J;2;1;0;1;0;0;Calle;SAN JUSTO;Constitución;Asfalto;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9849;2021;8/12/2021;Miercoles;11:00:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;9 de Julio Y Sarmiento D;4;3;0;1;0;0;Calle;VERA;Constitución;Asfalto;No existe;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9850;2021;8/12/2021;Miercoles;16:55:00;;0.0;2;Moto/Ciclomotor,Automóvil;Bv Pellegrini Y 25 de Mayo;2;1;0;1;0;0;Avenida;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9851;2021;8/12/2021;Miercoles;19:40:00;;0.0;2;Moto/Ciclomotor,Automóvil;Av. Corrientes Y Uruguay;3;1;0;2;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
9852;2021;8/12/2021;Miercoles;20:20:00;;0.0;2;Automóvil,Peatón;Av. Pellegrini Y Ricchieri;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Horizontal,Vertical
9853;2021;8/12/2021;Miercoles;17:45:00;;0.0;2;Moto/Ciclomotor,Automóvil;Ayacucho Y Gálvez;3;2;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9854;2021;8/12/2021;Miercoles;08:28:00;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Av. Castro Barros Y Reg.11 de Infantería;4;2;0;2;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9855;2021;8/12/2021;Miercoles;15:40:00;Ruta Nacional 33;0.0;2;Automóvil,Moto/Ciclomotor;Leandro Alem Y Ruta Nac 33;2;1;0;1;0;0;Ruta;PEREZ;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9856;2021;8/12/2021;Miercoles;19:40:00;;0.0;2;Moto/Ciclomotor,Automóvil;Calle 12 San Martin Y Calle 19-Habegger;2;1;0;1;0;0;Calle;RECONQUISTA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9857;2021;8/12/2021;Miercoles;;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Gral. López Y Francia;2;1;0;1;0;0;Avenida;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
9858;2021;8/12/2021;Miercoles;;;0.0;1;Taxi/Remis;Av. López y Planes Y Luciano Molinas;1;1;0;0;0;0;Avenida;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
9859;2021;8/12/2021;Miercoles;;Ruta Nacional 8;0.0;2;Moto/Ciclomotor,Camión c / Acoplado;Chile Y Ruta Nac 8;2;1;0;1;0;0;Ruta;VENADO TUERTO;Constitución;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
9860;2021;8/12/2021;Miercoles;18:00:00;;0.0;2;Automóvil,Bicicleta;25 de Mayo Y Garay;2;1;0;1;0;0;Calle;CORONDA;Constitución;Asfalto;No existe;XV;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;Ciclista;Colisión;S/D;Vertical
9861;2021;8/12/2021;Miercoles;00:10:00;Ruta Provincial 10;0.0;2;Automóvil,Moto/Ciclomotor;LISANDRO DE LA TORRE Y SANTA FE;2;1;0;1;0;0;Ruta;ALDAO;Constitución;Asfalto,Tierra;No existe;XVII;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9862;2021;8/12/2021;Miercoles;20:37:00;;0.0;2;Moto/Ciclomotor,Bicicleta;López Y Santa Fe;2;2;0;0;0;0;Calle;VENADO TUERTO;Constitución;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;Ciclista;Colisión;Ninguna;Horizontal
9863;2021;8/12/2021;Miercoles;15:48:00;;0.0;2;Automóvil,Moto/Ciclomotor;Bartolomé Mitre Y Mariano Moreno;2;1;0;1;0;0;Calle;VENADO TUERTO;Constitución;Asfalto;No existe;VIII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9864;2021;8/12/2021;Miercoles;09:00:00;Ruta Nacional 34;228.0;4;Automóvil,Automóvil,Automóvil,Automóvil; ;4;4;0;0;0;0;Ruta;RAFAELA;Constitución;Asfalto;Pavimento;V;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal
9865;2021;8/12/2021;Miercoles;22:07:00;;0.0;2;Automóvil,Automóvil;Doctor Farran Y Fray Luis Beltrán;6;1;0;5;0;0;Calle;VILLA OCAMPO;Constitución;Asfalto;S/D;IX;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9866;2021;8/12/2021;Miercoles;19:40:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Calle 121 Y Calle 122;4;3;0;0;0;1;Calle;AVELLANEDA;Constitución;S/D;S/D;IX;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9867;2021;8/12/2021;Miercoles;13:30:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Cafferata Y Pte. Quintana;2;2;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9868;2021;8/12/2021;Miercoles;;;0.0;1;Moto/Ciclomotor;Virasoro Y Av. Sorrento;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;S/D;S/D;II;S/D;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9869;2021;8/12/2021;Miercoles;;;0.0;1;Automóvil; ;2;1;0;0;0;1;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9870;2021;8/12/2021;Miercoles;14:00:00;;0.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;S/D;ROSARIO;Constitución;S/D;S/D;II;S/D;S/D;Otra Señal;S/D;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;S/D
9871;2021;8/12/2021;Miercoles;;;0.0;2;Moto/Ciclomotor,Automóvil;Salta Y Santiago de Chile;3;1;0;1;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Faltante
9872;2021;8/12/2021;Miercoles;00:20:00;;0.0;1;Moto/Ciclomotor;Alvear Y French;1;0;0;0;0;0;Calle;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9873;2021;8/12/2021;Miercoles;;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Roque Sáenz PEÑA Y 1ro de Mayo;2;0;0;1;0;0;Avenida;RAFAELA;Castellanos;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
9874;2021;8/12/2021;Miercoles;15:40:00;;0.0;2;Automóvil,Moto/Ciclomotor;San Juan ;3;0;0;1;0;0;Calle;VILLA ANA;General Obligado;S/D;S/D;IX;Dentro;Urbana;S/D;S/D;Intersección;S/D;S/D;Diurna;S/D;Contra objeto fijo,Lateral;S/D;Colisión;S/D;S/D
9875;2021;9/12/2021;Jueves;14:00:00;;0.0;2;Automóvil,Pickup/Utilitario; ;4;3;0;0;1;0;Camino Rural;VILLA ELOÍSA;Iriondo;Tierra;No existe;X;S/D;Rural;Otra Señal;No existe;Intersección;S/D;Reducida polvo;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9876;2021;9/12/2021;Jueves;15:00:00;;0.0;2;Bicicleta,Moto/Ciclomotor;Laurencio Maradona ;2;2;0;0;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9877;2021;9/12/2021;Jueves;19:50:00;;0.0;2;Automóvil,Moto/Ciclomotor;1ro de Mayo Y J Castelli;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Atardecer;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9878;2021;9/12/2021;Jueves;09:20:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Lavaisse 1435;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9879;2021;9/12/2021;Jueves;20:45:00;;0.0;2;Automóvil,Moto/Ciclomotor;Alvear Y Hernandarias;3;2;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9880;2021;9/12/2021;Jueves;17:10:00;;0.0;1;Moto/Ciclomotor;Gregorio Donnet Y Rivadavia;1;1;0;0;0;0;Calle;ESPERANZA;Constitución;Asfalto;Pavimento;XI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9881;2021;9/12/2021;Jueves;;Ruta Secundaria 91-s;0.0;2;Pickup/Utilitario,Camión c / Acoplado; ;5;2;0;3;0;0;Ruta;VILLA MINETTI;Constitución;Tierra;No existe;XII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9882;2021;9/12/2021;Jueves;10:00:00;;0.0;2;Moto/Ciclomotor,Automóvil;España Y Ituzaingó;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Vertical
9883;2021;9/12/2021;Jueves;20:30:00;;0.0;2;Bicicleta,Taxi/Remis;Gálvez Y Pte. Roca;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9884;2021;9/12/2021;Jueves;11:30:00;Ruta Provincial 1;38.0;1;Moto/Ciclomotor; ;1;1;0;0;0;0;Ruta;SANTA ROSA DE CALCHINES;Constitución;Asfalto;Natural;VII;Fuera;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9885;2021;9/12/2021;Jueves;23:00:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Fco Angeloni Y Independencia;2;2;0;0;0;0;Calle;SAN JUSTO;Constitución;Asfalto;No existe;XVI;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9886;2021;9/12/2021;Jueves;09:00:00;;0.0;2;Pickup/Utilitario,Bicicleta;NÉSTOR ZAMARA Y CAMINO RURAL;2;1;0;1;0;0;Camino Rural;SAN JUSTO;Constitución;Tierra;No existe;XVI;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9887;2021;9/12/2021;Jueves;20:15:00;;0.0;2;Moto/Ciclomotor,Automóvil;9 de Julio Y Sarmiento D;2;1;0;1;0;0;Calle;VERA;Constitución;Asfalto;No existe;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Nocturna,Con luz artificial;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9888;2021;9/12/2021;Jueves;16:00:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Bv Pellegrini Y 9 de Julio;2;1;0;1;0;0;Avenida;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9889;2021;9/12/2021;Jueves;12:55:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Centeno Y Grandoli;3;1;0;2;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9890;2021;9/12/2021;Jueves;13:00:00;;0.0;2;Bicicleta,Pickup/Utilitario;3 De Febrero Y Bv. Oroño;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal,Vertical
9891;2021;9/12/2021;Jueves;17:20:00;;0.0;2;Bicicleta,Automóvil;Av. Uriburu Y España;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal,Vertical
9892;2021;9/12/2021;Jueves;21:10:00;;0.0;2;Automóvil,Moto/Ciclomotor;Av. Provincias Unidas Y Marcos Paz;2;1;0;1;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;Bueno;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
9893;2021;9/12/2021;Jueves;16:05:00;;0.0;2;Bicicleta,Automóvil;Av. Génova 9400;3;1;0;2;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9894;2021;9/12/2021;Jueves;10:25:00;Ruta Nacional 33;766.0;2;Transporte de Pasajeros Urbano (> 8 asientos),Camión c / Acoplado; ;15;13;0;2;0;0;Ruta;ZAVALLA;Constitución;Asfalto;Natural;II;Dentro;Rural;Otra Señal;No existe;Intersección;Deteriorada;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9895;2021;9/12/2021;Jueves;11:05:00;;0.0;2;Bicicleta,Automóvil;Calle 23-Gral López Y Calle 28 - San Lorenzo;2;1;0;1;0;0;Calle;RECONQUISTA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9896;2021;9/12/2021;Jueves;;Ruta Nacional 11;0.0;2;Pickup/Utilitario,Automóvil;Primera Junta 4700;4;1;0;3;0;0;Ruta;SANTA FE;Constitución;Asfalto;Ripio;I;Dentro;Urbana;Otra Señal;No existe;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;Horizontal
9897;2021;9/12/2021;Jueves;22:25:00;;0.0;2;Moto/Ciclomotor,Automóvil;Boulevard Lisandro de la Torre Y General José de San Martin;2;1;0;1;0;0;Avenida;CASILDA;Constitución;Asfalto;No existe;IV;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
9898;2021;9/12/2021;Jueves;07:30:00;Ruta Nacional 168;12.0;2;Transporte de Pasajeros Larga Distancia (> 8 asientos),Camión; ;4;3;0;1;0;0;Ruta;COLASTINE;Constitución;Asfalto;Pavimento;I;Dentro;Rural;Otra Señal;No existe;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal
9899;2021;9/12/2021;Jueves;;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Francisco Beltramino Y L Marchini;3;2;0;1;0;0;Calle;RAFAELA;Constitución;S/D;S/D;V;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;S/D;Colisión;S/D;S/D
9900;2021;9/12/2021;Jueves;;;0.0;2;Moto/Ciclomotor,Automóvil;A Diaz 1600;2;1;0;0;0;1;Calle;RAFAELA;Constitución;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9901;2021;9/12/2021;Jueves;;;0.0;2;Moto/Ciclomotor,Automóvil;Acuña Y Jorge Newbery;2;1;0;1;0;0;Calle;RAFAELA;Constitución;Asfalto;No existe;V;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Vertical
9902;2021;9/12/2021;Jueves;;Ruta Nacional 11;889.0;2;Pickup/Utilitario,Moto/Ciclomotor; ;3;2;0;1;0;0;Ruta;LAS TOSCAS;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9903;2021;9/12/2021;Jueves;;;0.0;2;Pickup/Utilitario,Moto/Ciclomotor;Calle 19-Habegger 860;2;1;0;1;0;0;Calle;RECONQUISTA;Constitución;Asfalto;No existe;IX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;S/D;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9904;2021;9/12/2021;Jueves;12:00:00;;0.0;1;Automóvil;Bv. Oroño Y Bv. Seguí;1;1;0;0;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;Funciona;Intersección;S/D;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Horizontal,Vertical
9905;2021;9/12/2021;Jueves;12:00:00;;0.0;1;Bicicleta;Av. Pellegrini Y Castellanos;1;1;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9906;2021;9/12/2021;Jueves;19:00:00;;0.0;1;Moto/Ciclomotor;Anchorena Y Rodríguez;2;2;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
9907;2021;9/12/2021;Jueves;15:00:00;;0.0;1;Otros;Dr. Maradona Y Roullon;1;1;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Diurna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9908;2021;9/12/2021;Jueves;17:00:00;Ruta Nacional 168;0.0;1;Automóvil; ;2;0;0;1;0;0;Ruta;COLASTINE;Constitución;Asfalto;Pavimento;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9909;2021;9/12/2021;Jueves;19:20:00;;0.0;2;Moto/Ciclomotor,Moto/Ciclomotor;Belgrano 1200;5;3;0;1;0;0;Calle;VERA;Constitución;Asfalto;No existe;XIX;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Atardecer;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9910;2021;9/12/2021;Jueves;23:10:00;;0.0;2;Moto/Ciclomotor,Automóvil;Biedma Y Chacabuco;2;0;0;1;0;0;Calle;ROSARIO;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9911;2021;9/12/2021;Jueves;;;0.0;3;Moto/Ciclomotor,Moto/Ciclomotor,Peatón;Av. Mosconi Y Moreno;3;1;0;1;0;0;Avenida;SANTA FE;La Capital;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;S/D;Intersección;S/D;S/D;S/D;S/D;Múltiple;Peatón;Colisión;S/D;S/D
9912;2021;9/12/2021;Jueves;04:30:00;;0.0;1;Moto/Ciclomotor;Soldado Aguirre 22;1;0;0;0;0;0;Avenida;VILLA GOBERNADOR GÁLVEZ;Rosario;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9913;2021;10/12/2021;Viernes;22:35:00;Ruta Nacional 8;376.0;2;Pickup/Utilitario,Camión c / Acoplado;Ruta Nac 8 ;3;0;0;1;2;0;Ruta;VENADO TUERTO;General LÓPEZ;Asfalto;Natural;VIII;S/D;Rural;Otra Señal;No existe;Intersección;Bueno;S/D;Nocturna;S/D;Múltiple;S/D;Colisión;Ninguna;Faltante
9914;2021;10/12/2021;Viernes;17:25:00;;0.0;2;Bicicleta,Pickup/Utilitario;Estanislao Zeballos Y Talcahuano;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Reducida;Diurna;S/D;Múltiple;S/D;Colisión;S/D;Faltante
9915;2021;10/12/2021;Viernes;18:00:00;Ruta Provincial 2;14.0;1;Automóvil; ;3;1;0;2;0;0;Ruta;MONTE VERA;Constitución;Asfalto;Natural;I;Dentro;Rural;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9916;2021;10/12/2021;Viernes;11:00:00;;0.0;2;Moto/Ciclomotor,Bicicleta;Avenida Rivadavia Y Avenida San Martin;2;2;0;0;0;0;Avenida;TOSTADO;Constitución;Asfalto;No existe;XII;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Horizontal
9917;2021;10/12/2021;Viernes;20:30:00;;0.0;2;Moto/Ciclomotor,Automóvil;Ituzaingó Y Rivadavia;2;1;0;1;0;0;Calle;LAS ROSAS;Constitución;Asfalto;No existe;III;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Faltante
9918;2021;10/12/2021;Viernes;14:30:00;;0.0;2;Moto/Ciclomotor,Pickup/Utilitario;Belgrano Y Gdor. Crespo;2;1;0;1;0;0;Calle;SANTA FE;Constitución;Asfalto;No existe;I;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal
9919;2021;10/12/2021;Viernes;13:40:00;;0.0;3;Automóvil,Automóvil,Automóvil;Av. Ovidio Lagos 4500;5;1;0;4;0;0;Avenida;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9920;2021;10/12/2021;Viernes;12:20:00;;0.0;2;Moto/Ciclomotor,Bicicleta;Onesimo Leguizamón 1100;2;2;0;0;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Ciclista;Colisión;Ninguna;Faltante
9921;2021;10/12/2021;Viernes;15:05:00;;0.0;2;Automóvil,Moto/Ciclomotor;Dorrego Y San Lorenzo;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;S/D;Colisión;Ninguna;Horizontal,Vertical
9922;2021;10/12/2021;Viernes;15:50:00;;0.0;2;Moto/Ciclomotor,Automóvil;9 De Julio Y Dorrego;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Otro;Múltiple;S/D;Colisión;Ninguna;Horizontal
9923;2021;10/12/2021;Viernes;11:20:00;;0.0;2;Peatón,Pickup/Utilitario;Paraguay Y San Lorenzo;2;1;0;1;0;0;Calle;ROSARIO;Constitución;Asfalto;No existe;II;Dentro;Urbana;Otra Señal;No existe;Intersección;Bueno;Buena;Diurna;Buen Tiempo;Múltiple;Peatón;Colisión;Ninguna;Horizontal,Vertical
